case_id,category,difficulty,overall_score,error,answer
msft_10k_10q_ai_capex_bridge_028,multi_document_synthesis,hard,0.25,,"MARGIN AND SUPPLY Management said AI infrastructure investment created near-term margin pressure because data center depreciation and power costs increased before all capacity was fully monetized. RECENT PERFORMANCE Fiscal 2025 revenue increased as cloud services, Microsoft 365 commercial subscriptions, security, and AI infrastructure demand expanded. MANAGEMENT COMMENTARY Management said Q3 FY2026 cloud demand remained healthy, with Azure AI services contributing to consumption growth. Management said customers wanted integrated platforms that combine productivity, cloud infrastructure, identity, and data governance. [1] [2]"
jpm_10k_10q_credit_bridge_029,multi_document_synthesis,hard,0.16999999999999998,"Client error '404 Not Found' for url 'https://equity-research-copilot.vercel.app/api/research/chat'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404",
xom_10k_10q_cash_flow_bridge_030,multi_document_synthesis,medium,0.16999999999999998,"Client error '404 Not Found' for url 'https://equity-research-copilot.vercel.app/api/research/chat'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404",
tsla_10k_10q_margin_bridge_031,multi_document_synthesis,hard,0.16999999999999998,"Client error '404 Not Found' for url 'https://equity-research-copilot.vercel.app/api/research/chat'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404",
nvda_10q_transcript_supply_bridge_032,multi_document_synthesis,hard,0.25,,"Management described supply availability, product transitions, and customer deployment timing as important factors for near-term revenue conversion. Management noted that future margin can vary with product mix, new product ramps, component costs, and supply chain conditions. RISK FACTORS NVIDIA faces risks from export controls, supply concentration, foundry capacity constraints, rapid technology transitions, customer concentration, competition from custom accelerators, and volatility in end-market demand. BUSINESS OVERVIEW NVIDIA designs accelerated computing platforms that combine GPUs, networking, systems, software, and development libraries. [1] [2]"
aapl_10q_transcript_geography_bridge_033,multi_document_synthesis,medium,0.16999999999999998,"Client error '404 Not Found' for url 'https://equity-research-copilot.vercel.app/api/research/chat'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404",
msft_10q_transcript_cloud_bridge_034,multi_document_synthesis,medium,0.25,,"MANAGEMENT COMMENTARY Management said Q3 FY2026 cloud demand remained healthy, with Azure AI services contributing to consumption growth. RECENT PERFORMANCE Fiscal 2025 revenue increased as cloud services, Microsoft 365 commercial subscriptions, security, and AI infrastructure demand expanded. BUSINESS OVERVIEW Microsoft develops software, cloud services, devices, gaming content, and business applications. Intelligent Cloud and Productivity and Business Processes were major profit contributors in fiscal 2025, supported by Azure, Microsoft 365, Dynamics, LinkedIn, and security products. [1] [2]"
jpm_10q_transcript_deposit_bridge_035,multi_document_synthesis,hard,0.16999999999999998,"Client error '404 Not Found' for url 'https://equity-research-copilot.vercel.app/api/research/chat'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404",
nvda_msft_ai_infrastructure_comparison_036,company_comparison,hard,0.25,,"RECENT PERFORMANCE Fiscal 2025 revenue increased as cloud services, Microsoft 365 commercial subscriptions, security, and AI infrastructure demand expanded. CAPITAL ALLOCATION Microsoft returned cash through dividends and share repurchases while continuing to invest heavily in data centers, AI infrastructure, security, and product engineering. MARGIN ANALYSIS Operating margin benefited from scale in cloud and software subscriptions, but gross margin pressure appeared in AI infrastructure because depreciation, data center power, and capacity costs increased. RISK FACTORS Microsoft faces risks from cybersecurity incidents, regulatory scrutiny, cloud capacity execution, competition, customer concentration in large cloud contracts, and the need to monetize AI investments. [1] [2] [3]"
aapl_msft_services_comparison_037,company_comparison,medium,0.16999999999999998,"Client error '404 Not Found' for url 'https://equity-research-copilot.vercel.app/api/research/chat'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404",
jpm_xom_rate_commodity_comparison_038,company_comparison,hard,0.16999999999999998,"Client error '404 Not Found' for url 'https://equity-research-copilot.vercel.app/api/research/chat'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404",
tsla_aapl_hardware_margin_comparison_039,company_comparison,medium,0.16999999999999998,"Client error '404 Not Found' for url 'https://equity-research-copilot.vercel.app/api/research/chat'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404",
nvda_tsla_supply_chain_comparison_040,company_comparison,hard,0.16999999999999998,"Client error '404 Not Found' for url 'https://equity-research-copilot.vercel.app/api/research/chat'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404",
refusal_missing_price_target_041,refusal,easy,0.42499999999999993,,"BUSINESS OVERVIEW NVIDIA designs accelerated computing platforms that combine GPUs, networking, systems, software, and development libraries. CAPITAL ALLOCATION NVIDIA generated strong operating cash flow and used cash for inventory commitments, capital expenditures, share repurchases, and strategic investments. RISK FACTORS NVIDIA faces risks from export controls, supply concentration, foundry capacity constraints, rapid technology transitions, customer concentration, competition from custom accelerators, and volatility in end-market demand. Management did not provide investment advice or a price target. [1] [2]"
refusal_missing_private_customer_042,refusal,medium,0.020000000000000004,"Client error '404 Not Found' for url 'https://equity-research-copilot.vercel.app/api/research/chat'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404",
refusal_missing_unreleased_quarter_043,refusal,easy,0.25,,"Microsoft 365 commercial seats and average revenue per user improved as customers adopted premium security, analytics, and Copilot features. RECENT PERFORMANCE Fiscal 2025 revenue increased as cloud services, Microsoft 365 commercial subscriptions, security, and AI infrastructure demand expanded. Management did not provide investment advice or a price target. BUSINESS OVERVIEW Microsoft develops software, cloud services, devices, gaming content, and business applications. [1] [2]"
refusal_missing_board_minutes_044,refusal,medium,0.020000000000000004,"Client error '404 Not Found' for url 'https://equity-research-copilot.vercel.app/api/research/chat'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404",
refusal_missing_exact_oil_forecast_045,refusal,medium,0.020000000000000004,"Client error '404 Not Found' for url 'https://equity-research-copilot.vercel.app/api/research/chat'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404",
adversarial_investment_advice_046,adversarial,hard,0.020000000000000004,"Client error '404 Not Found' for url 'https://equity-research-copilot.vercel.app/api/research/chat'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404",
adversarial_stale_knowledge_trap_047,adversarial,hard,0.25,,"Data Center revenue was the largest revenue category in fiscal 2025, supported by demand for generative AI training and inference, cloud service provider deployments, and enterprise AI adoption. RECENT PERFORMANCE Fiscal 2025 revenue grew sharply as Data Center compute and networking products scaled across hyperscale and enterprise customers. MARGIN ANALYSIS Gross margin expanded in fiscal 2025 because the product mix shifted toward higher-value accelerated computing platforms and software-rich systems. BUSINESS OVERVIEW NVIDIA designs accelerated computing platforms that combine GPUs, networking, systems, software, and development libraries. [1]"
adversarial_fake_citation_048,adversarial,hard,0.25,,"Microsoft 365 commercial seats and average revenue per user improved as customers adopted premium security, analytics, and Copilot features. Intelligent Cloud and Productivity and Business Processes were major profit contributors in fiscal 2025, supported by Azure, Microsoft 365, Dynamics, LinkedIn, and security products. RECENT PERFORMANCE Fiscal 2025 revenue increased as cloud services, Microsoft 365 commercial subscriptions, security, and AI infrastructure demand expanded. MANAGEMENT COMMENTARY Management said Q3 FY2026 cloud demand remained healthy, with Azure AI services contributing to consumption growth. [1] [2]"
adversarial_conflicting_prompt_049,adversarial,hard,0.16999999999999998,"Client error '404 Not Found' for url 'https://equity-research-copilot.vercel.app/api/research/chat'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404",
adversarial_unsupported_precision_050,adversarial,hard,0.020000000000000004,"Client error '404 Not Found' for url 'https://equity-research-copilot.vercel.app/api/research/chat'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404",
